student,year,school
1897,1991,138
1898,1976,139
1899,1977,22
1900,1971,109
1901,1987,48
1902,1972,139
1903,1970,139
1904,1982,91
1905,1985,22
1906,1980,48
1907,1993,19
1908,1982,123
1909,1995,139
1910,1995,109
1911,1974,48
1912,1978,91
1913,1988,19
1914,1992,22
1915,1972,123
1916,1969,48
1917,1975,22
1918,1972,123
1919,1976,123
1920,1987,22
1921,1951,109
1922,1990,22
1923,1991,109
1924,1989,22
1925,1992,123
1926,1995,19
1927,1979,48
1928,1991,91
1929,1993,48
1930,1991,22
1931,1994,19
1932,1988,138
1933,1991,123
1934,1982,91
1935,1993,22
1936,1975,91
1937,1967,109
1938,1991,19
1939,1979,91
1940,1991,19
1941,1985,22
1942,1954,63
1943,1979,123
1944,1987,139
1945,1992,138
1946,1995,22
1947,1991,48
1948,1964,123
1949,1983,123
1950,1971,123
1951,1991,19
1952,1969,139
1953,1990,22
1954,1983,123
1955,1977,123
1956,1988,22
1957,1975,123
1958,1992,91
1959,1990,22
1960,1981,91
1961,1965,22
1962,1982,123
1963,1952,63
1964,1999,40
1965,1964,91
1966,1975,48
1967,1967,48
1968,1989,22
1969,1969,140
1970,1973,48
1971,1995,22
1972,1977,109
1973,1992,48
1974,1966,22
1975,1990,138
1976,1986,123
1977,1966,91
1978,1971,109
1979,1955,91
1980,1980,22
1981,1966,109
1982,1970,91
1983,1959,63
1984,1953,123
1985,1974,91
1986,1974,139
1987,1976,48
1988,1973,91
1989,1971,91
1990,1993,109
1991,1995,91
1992,1994,19
1993,1987,123
1994,1971,22
1995,1917,91
1996,1963,123
1997,1969,48
1998,1969,48
1999,1976,138
2000,1969,109
2001,1975,91
2002,1976,139
2003,1975,123
2004,1995,19
2005,1988,22
2006,1979,91
2007,1986,91
2008,1969,91
2009,1988,123
2010,1974,91
2011,1988,123
2012,1982,22
2013,1996,139
2014,1993,22
2015,1994,91
2016,1966,91
2017,1974,48
2018,1972,109
2019,1990,48
2020,1967,123
2021,1965,91
2022,1996,91
2023,1996,48
2024,1995,138
2025,1978,91
2026,1994,109
2027,1985,22
2028,1994,48
2029,1959,109
2030,1981,123
2031,1991,19
2032,1992,109
2033,1982,48
2034,1992,22
2035,1975,123
2036,1962,48
2037,1983,22
2038,1993,48
2039,1968,109
2040,1981,91
2041,1981,22
2042,1967,91
2043,1976,48
2044,1992,139
2045,1992,48
2046,1992,48
2047,1989,91
2048,1972,48
2049,1929,91
2050,1965,123
2051,1968,109
2052,1970,22
2053,1989,123
2054,1987,22
2055,1967,91
2056,1987,91
2057,1991,139
2058,1994,22
2059,1952,63
2060,1951,91
2061,1995,19
2062,1988,48
2063,1971,139
2064,1990,19
2065,1971,123
2066,1977,109
2067,1969,139
2068,1990,123
2069,1980,91
2070,1957,91
2071,1995,19
2072,1986,123
2073,1994,22
2074,1983,123
2075,1984,139
2076,1970,48
2077,1986,109
2078,1972,91
2079,1952,63
2080,1967,109
2081,1968,109
2082,1965,48
2083,1984,139
2084,1990,19
2085,1979,123
2086,1981,139
2087,1991,123
2088,1978,48
2089,1981,139
2090,1981,48
2091,1974,109
2092,1960,63
2093,1977,91
2094,1984,109
2095,1951,91
2096,1958,109
2097,1963,91
2098,1992,123
2099,1984,109
2100,1984,19
2101,1984,91
2102,1968,22
2103,1992,19
2104,1994,123
2105,1996,139
2106,1961,63
2107,1963,22
2108,1971,91
2109,1970,91
2110,1983,19
2111,1993,22
2112,1975,123
2113,1992,19
2114,1996,48
2115,1988,22
2116,1954,123
2117,1987,22
2118,1977,139
2119,1995,22
2120,1990,123
2121,1976,48
2122,1993,22
2123,1963,91
2124,1955,63
2125,1991,139
2126,1979,91
2127,1986,139
2128,1941,91
2129,1976,109
2130,1963,91
2131,1994,139
2132,1985,123
2133,1963,91
2134,1978,48
2136,1996,139
2137,1976,138
2138,1981,22
2139,1979,123
2140,1973,109
2141,1976,123
2142,1953,63
2143,1993,123
2144,1971,138
2145,1984,138
2146,1980,138
2147,1964,91
2148,1972,48
2149,1963,91
2150,1950,91
2151,1964,91
2152,1966,91
2153,1991,48
2154,1932,91
2155,1973,91
2156,1970,123
2157,1958,63
2158,1982,22
2159,1966,123
2160,1964,22
2161,1994,91
2162,1992,123
2163,1989,19
2164,1982,48
2165,1991,22
2166,1989,138
2167,1995,139
2168,1989,22
2169,1993,22
2170,1979,22
2171,1970,109
2172,1973,109
2173,1987,91
2174,1961,91
2175,1975,91
2176,1967,22
2177,1994,109
2178,1956,63
2179,1984,109
2180,1994,22
2181,1982,22
2182,1973,91
2183,1972,109
2184,1967,91
2185,1974,91
2186,1981,19
2187,1960,91
2188,1993,19
2189,1987,22
2190,1978,22
2191,1995,139
2192,1971,139
2193,1968,109
2194,1994,91
2195,1979,22
2196,1994,22
2197,1928,22
2198,1990,22
2199,1955,91
2200,1960,91
2201,1970,123
2202,1968,48
2203,1966,48
2204,1980,123
2205,1912,91
2206,1974,22
2207,1981,123
2208,1983,22
2209,1985,91
2210,1972,109
2211,1970,109
2212,1992,48
2213,1975,109
2214,1961,109
2215,1977,48
2216,1974,91
2217,1991,19
2218,1967,123
2219,1974,48
2220,1969,48
2221,1988,22
2222,1971,139
2223,1990,22
2224,1970,123
2225,1989,91
2226,1954,63
2227,1965,91
2228,1991,22
2229,1996,19
2230,1963,91
2231,1978,91
2232,1996,138
2233,1993,19
2234,1964,22
2235,1960,123
2236,1990,22
2237,1990,48
2238,1991,19
2239,1995,22
2240,1987,19
2241,1994,123
2242,1989,138
2243,1987,138
2244,1969,123
2245,1980,22
2246,2003,141
2247,1965,123
2248,1991,48
2249,1960,63
2250,1982,22
2251,1969,139
2252,1965,91
2253,1973,91
2254,1988,19
2255,1985,48
2256,1974,139
2257,1980,139
2258,1967,22
2259,1986,19
2260,1974,138
2261,1991,22
2262,1993,109
2263,1992,48
2264,1981,139
2265,1992,19
2266,1967,91
2267,1969,109
2268,1993,19
2269,1995,123
2270,1989,91
2271,1978,139
2272,1979,91
2273,1981,139
2274,1982,22
2275,1968,22
2276,1960,22
2277,1994,19
2278,1982,22
2279,1973,22
2280,1968,48
2281,1987,22
2282,1966,48
2283,1995,22
2284,1975,22
2285,1972,91
2286,1982,48
2287,1972,109
2288,1990,19
2289,1980,91
2290,1987,19
2291,1986,19
2292,1957,91
2293,1971,123
2294,1975,91
2295,1996,109
2296,1969,123
2297,1968,109
2298,1932,91
2299,1990,123
2300,1972,109
2301,1967,91
2302,1971,91
2304,1961,63
2305,1939,109
2306,1979,91
2307,1959,109
2308,1967,109
2309,1992,19
2310,1989,22
2311,1995,19
2312,1986,91
2313,1962,66
2314,1968,109
2315,1935,91
2316,1982,91
2317,1979,22
2318,1995,138
2319,1981,123
2320,1991,19
2321,1993,109
2322,1972,109
2323,1968,91
2324,1968,91
2325,1978,123
2326,1986,19
2327,1978,138
2328,1992,19
2329,1980,22
2330,1995,19
2331,1967,91
2332,1971,139
2333,1992,109
2334,1986,91
2335,1972,91
2336,1970,91
2337,1978,109
2338,1993,22
2339,1986,91
2340,1982,48
2341,1982,91
2342,1991,22
2343,1987,109
2344,1993,91
2345,1963,123
2346,1975,91
2347,1995,19
2348,1954,63
2349,1992,19
2350,1972,91
2351,1967,109
2352,1976,22
2353,1973,109
2354,1974,22
2355,1940,109
2356,1993,19
2357,1970,22
2358,1988,22
2359,1967,109
2360,1930,91
2361,1971,123
2362,1994,91
2363,1993,123
2364,1967,22
2365,1973,91
2366,1969,109
2367,1984,91
2368,1967,123
2369,1991,91
2370,1991,19
2371,1990,22
2372,1971,91
2373,1992,19
2374,1986,91
2375,1984,48
2376,1992,19
2377,1965,91
2378,1988,22
2379,1995,91
2380,1993,19
2381,1971,48
2382,1969,109
2383,1964,123
2384,1991,19
2385,1969,91
2386,1996,22
2387,1994,22
2388,1991,48
2389,1996,123
2390,1988,22
2391,1974,123
2392,1978,123
2393,1992,123
2394,1962,80
2395,1973,123
2396,1995,109
2397,1984,19
2398,1988,109
2399,1982,22
2400,1985,22
2401,1991,22
2402,1993,19
2403,1987,22
2404,1982,19
2405,1992,19
2406,1969,139
2407,1988,139
2408,1987,19
2409,1996,22
2410,1967,109
2411,1994,123
2412,1975,91
2413,1968,123
2414,1990,123
2415,1974,123
2416,1992,22
2417,1996,22
2418,1982,123
2419,1973,109
2420,1995,22
2421,1969,22
2422,1995,22
2423,1988,22
2424,1953,63
2425,1978,91
2426,1995,19
2427,1990,19
2428,1956,63
2429,1991,22
2430,1992,22
2431,1965,123
2432,1971,109
2433,1974,123
2434,1978,109
2435,1984,12
2436,1968,48
2437,1952,123
2438,1976,109
2439,1963,123
2440,1981,22
2441,1962,91
2442,1985,138
2443,1979,48
2444,1986,123
2445,1982,19
2446,1971,91
2447,1972,91
2448,1958,91
2449,1991,22
2450,1990,22
2451,1953,123
2452,1989,91
2453,1986,19
2454,1979,22
2455,1979,22
2456,1971,91
2457,1914,91
2458,1974,22
2459,1991,22
2460,1971,139
2461,1974,109
2462,1918,91
2463,1973,48
2464,1953,91
2465,1971,123
2466,1974,91
2467,1974,119
2468,1975,109
2469,1968,109
2470,1985,91
2471,1993,109
2472,1972,91
2473,1984,22
2474,1973,139
2475,1988,19
2476,1995,22
2477,1971,139
2478,1960,63
2479,1975,123
2480,1957,91
2481,1975,109
2482,1971,109
2483,1965,91
2484,1994,91
2485,1989,138
2486,1963,91
2487,1976,109
2488,1951,63
2489,1962,109
2490,1965,91
2491,1971,109
2492,1971,22
2493,1994,22
2494,1991,48
2495,1964,123
2496,1953,123
2497,1962,91
2498,1974,91
2499,1995,22
2500,1970,48
2501,1952,63
2502,1969,142
2503,1993,123
2504,1974,91
2505,1979,48
2506,1976,48
2507,1953,63
2508,1973,48
2509,1991,91
2510,1984,109
2511,1968,109
2512,1995,19
2513,1978,91
2514,1994,22
2515,1987,123
2516,1959,63
2517,1995,19
2518,1965,91
2519,1990,143
2520,1984,91
2521,1954,91
2522,1970,109
2523,1992,19
2524,1961,109
2525,1952,91
2526,1956,63
2527,1956,63
2528,1963,48
2529,1988,22
2530,1982,22
2531,1981,123
2532,1985,19
2533,1969,91
2534,1993,139
2535,1996,91
2536,1995,22
2537,1991,91
2538,1954,91
2539,1989,22
2540,1980,109
2541,1991,123
2542,1967,48
2543,1970,123
2544,1961,109
2545,1971,48
2546,1994,19
2547,1994,19
2548,1975,91
2549,1989,22
2550,1982,19
2551,1971,91
2552,1971,91
2553,1971,109
2554,1987,19
2555,1993,22
2556,1991,123
2557,1989,22
2558,1950,63
2559,1973,139
2560,1983,48
2561,1990,22
2562,1975,123
2563,1990,22
2564,1993,19
2565,1961,91
2566,1989,19
2567,1992,19
2568,1979,109
2569,1975,91
2570,1973,91
2571,1977,139
2572,1973,48
2573,1964,91
2574,1992,22
2575,1986,19
2576,1994,91
2577,1976,139
2578,1954,63
2579,1985,91
2580,1990,123
2581,1992,123
2582,1973,91
2583,1966,48
2584,1995,91
2585,1988,22
2586,1984,139
2587,1989,22
2588,1976,139
2589,1990,123
2590,1993,22
2591,1964,91
2592,1993,139
2593,1966,91
2594,1955,91
2595,1989,123
2596,1973,48
2597,1974,139
2598,1949,109
2599,1978,48
2600,1968,123
2601,1991,109
2602,1981,22
2603,1965,91
2604,1996,123
2605,1989,22
2606,1973,22
2607,1950,91
2608,1990,22
2609,1951,123
2610,1966,109
2611,1977,109
2612,1968,91
2613,1989,19
2614,1964,91
2615,1932,91
2616,1970,48
2617,1991,91
2618,1987,123
2619,1975,109
2620,1991,19
2621,1970,123
2622,1993,48
2623,1991,19
2624,1992,19
2625,1970,91
2626,1987,22
2627,1986,91
2628,1988,22
2629,1992,19
2630,1976,91
2631,1983,91
2632,1980,91
2633,1981,91
2634,1978,91
2635,1969,91
2636,1985,91
2637,1963,91
2638,1982,91
2639,1990,48
2640,1971,91
2641,1993,109
2642,1975,22
2643,1991,22
2644,1994,22
2645,1970,144
2646,1963,48
2647,1993,48
2648,1958,109
2649,1970,109
2650,1967,109
2651,1974,48
2652,2005,145
2653,1984,22
2654,1969,91
2655,1972,22
2656,1983,123
2657,1957,91
2658,1958,63
2659,1964,91
2660,1973,48
2661,1971,139
2662,1989,139
2663,1975,91
2664,1991,22
2665,1993,109
2666,1969,48
2667,1964,91
2668,1980,91
2669,1969,22
2670,1976,139
2671,1968,48
2672,1986,22
2673,1995,48
2674,1996,48
2675,1954,103
2676,1974,123
2677,1976,91
2678,1963,48
2679,1991,22
2680,1973,91
2681,1969,139
2682,1965,48
2683,1984,91
2684,1988,22
2685,1966,139
2686,1966,139
2687,1988,19
2688,1971,109
2689,1973,109
2690,1971,123
2691,1983,19
2692,1986,138
2693,1993,138
2694,1965,91
2695,1993,19
2696,1978,91
2697,1976,109
2698,1991,22
2699,1996,22
2700,1962,48
2701,1961,91
2702,1963,22
2703,1963,91
2704,1969,48
2705,1983,91
2706,1977,146
2707,1978,123
2708,1960,91
2709,1957,91
2710,1963,91
2711,1975,109
2712,1952,123
2713,1992,138
2714,1982,91
2715,1979,48
2716,1991,109
2717,1954,123
2718,1979,22
2719,1981,91
2720,1966,109
2721,1966,48
2722,1983,123
2723,1966,91
2724,1983,91
2725,1991,22
2726,1971,22
2727,1951,91
2728,1985,109
2729,1965,109
2730,1957,91
2731,1971,91
2732,1969,109
2733,1982,22
2734,1984,22
2735,1995,123
2736,1990,22
2737,1996,123
2738,1971,91
2739,1987,139
2740,1992,19
2741,1991,22
2742,1969,48
2743,1983,109
2744,1971,91
2745,1965,91
2746,1981,91
2747,1982,91
2748,1970,109
2749,1995,22
2750,1980,109
2751,1964,109
2752,1973,48
2753,1992,19
2754,1974,139
2755,1993,22
2756,1969,48
2757,1982,19
2758,1974,91
2759,1995,91
2760,1973,91
2761,1972,91
2762,1965,109
2763,1965,109
2764,1988,138
2765,1977,109
2766,1987,109
2767,1993,48
2768,1983,123
2769,1990,123
2770,1974,109
2771,1990,19
2772,1968,139
2773,1994,22
2774,1965,22
2775,1992,22
2776,1987,91
2777,1953,63
2778,1995,22
2779,1974,109
2780,1994,123
2781,1973,91
2782,1985,123
2783,2005,90
2784,1970,109
2785,1995,109
2786,1991,109
2787,1992,109
2788,1977,91
2789,1981,91
2790,1974,139
2791,1976,139
2792,1990,22
2793,1968,109
2794,1991,19
2795,1996,109
2796,1995,48
2797,1994,139
2798,1992,91
2799,1974,22
2800,1977,91
2801,1992,22
2802,1991,22
2803,1968,109
2804,1988,109
2805,1996,138
2806,1975,138
2807,1994,22
2808,1989,22
2809,1990,48
2810,1986,22
2811,1982,22
2812,1977,139
2813,1982,109
2814,1992,91
2815,1975,91
2816,1969,109
2817,1969,48
2818,1973,48
2819,1989,22
2820,1992,19
2821,1980,22
2822,1995,48
2823,1996,139
2824,1992,91
2825,1972,109
2826,1952,91
2827,1974,91
2828,1958,63
2829,1969,48
2830,1993,22
2831,1993,19
2832,1961,63
2833,1989,19
2834,1938,68
2835,1960,91
2836,1986,91
2837,1989,123
2838,1970,109
2839,1941,109
2840,1995,19
2841,1974,48
2842,1969,139
2843,1991,22
2844,1960,91
2845,1996,22
2846,1983,19
2847,1975,48
2848,1980,22
2849,1988,22
2850,1991,91
2851,1993,19
2852,1992,19
2853,1993,22
2854,1982,123
2855,1951,91
2856,1972,22
2857,1971,91
2858,1989,19
2859,1982,22
2860,1966,22
2861,1986,19
2862,1966,123
2863,1986,123
2864,1986,123
2865,1988,123
2866,1980,109
2867,1994,123
2868,1973,91
2869,1996,139
2870,1991,91
2871,1971,91
2872,1973,139
2873,1983,22
2874,1975,91
2875,1966,123
2876,1952,63
2877,1973,91
2878,1985,91
2879,1994,138
2880,1981,91
2881,1991,109
2882,1995,123
2883,1992,91
2884,1996,91
2885,1995,123
2886,1990,22
2887,1993,19
2888,1989,138
2889,1993,48
2890,1976,91
2891,1967,22
2892,1968,139
2893,1993,48
2894,1972,91
2895,1986,22
2896,1972,138
2897,1994,22
2898,1966,48
2899,1955,91
2900,1971,123
2901,1977,91
2902,1996,48
2903,1973,48
2904,1967,109
2905,1978,91
2906,1988,19
2907,1974,22
2908,1973,123
2909,1987,91
2910,1971,48
2911,1972,123
2912,1978,123
2913,1983,91
2914,1987,109
2915,1988,48
2916,1969,109
2917,1992,139
2918,1986,19
2919,1990,19
2920,1971,123
2921,1957,63
2922,1971,91
2923,1965,48
2924,1969,91
2925,1986,19
2926,1920,91
2927,1969,91
2928,1967,109
2929,1967,48
2930,1989,91
2931,1996,123
2932,1969,22
2933,1973,48
2934,1972,48
2935,1956,91
2936,1977,91
2937,1988,91
2938,1995,19
2939,1989,138
2940,1975,91
2941,1990,123
2942,1982,91
2943,1974,91
2944,1995,139
2945,1994,123
2946,1995,19
2947,1996,138
2948,1989,109
2949,1994,91
2950,1988,19
2951,1990,138
2952,1993,22
2953,1990,22
2954,1991,91
2955,1995,109
2956,1982,123
2957,1964,91
2958,1994,139
2959,1993,19
2960,1995,48
2961,1930,91
2962,1957,63
2963,1987,19
2964,1978,123
2965,1990,19
2966,1984,123
2967,1976,91
2968,1952,63
2969,1989,109
2970,1996,19
2971,1993,123
2972,1982,22
2973,1986,123
2974,1972,91
2975,1988,91
2976,1988,91
2977,1983,48
2978,1967,48
2979,1995,91
2980,1995,22
2981,1995,48
2982,1991,19
2983,1991,123
2984,1992,91
2985,1990,19
2986,1991,123
2987,1990,22
2988,1995,91
2989,1987,123
2990,1995,19
2991,1992,22
2992,1991,22
2993,1994,19
2994,1996,22
2995,1970,140
2996,1985,48
2997,1991,91
2998,1994,91
2999,1987,22
3000,1995,19
3001,1965,123
3002,1975,48
3003,1990,91
3004,1984,22
3005,1966,109
3006,1968,147
3007,1969,147
3008,1970,147
3009,1970,147
3010,1970,147
3011,1970,147
3012,1971,147
3013,1971,147
3014,1971,147
3015,1971,147
3016,1973,147
3017,1973,147
3018,1973,147
3019,1975,147
3020,1975,147
3021,1975,147
3022,1976,147
3023,1976,147
3024,1976,147
3025,1976,147
3026,1977,147
3027,1978,147
3028,1979,147
3029,1980,147
3030,1981,147
3031,1981,147
3032,1982,147
3033,1983,147
3034,1983,147
3035,1983,147
3036,1985,147
3037,1986,147
3038,1986,147
3039,1986,147
3040,1987,147
3041,1987,147
3042,1987,147
3043,1988,147
3044,1988,147
3045,1988,147
3046,1988,147
3047,1990,147
3048,1990,147
3049,1991,147
3050,1991,147
3051,1991,147
3052,1991,147
3053,1991,147
3054,1991,147
3055,1991,147
3056,1992,147
3057,1992,147
3058,1993,147
3059,1993,147
3060,1994,147
3061,1995,147
3062,1995,147
3063,1995,147
3064,1996,147
3065,1996,147
3066,1996,147
3067,1996,147
3068,1996,147
3069,1996,147
3070,1989,56
3071,1990,56
3072,1990,56
3073,1989,56
3074,1991,56
3075,1990,56
3076,1989,56
3077,1987,56
3078,1990,56
3080,1989,56
3081,1990,56
3082,1992,56
3083,1991,56
3084,1991,56
3085,1991,56
3086,1990,56
3087,1992,56
3088,1992,56
3089,1992,56
3090,1992,56
3091,1990,56
3092,1992,56
3093,1994,56
3094,1992,56
3095,1991,56
3096,1992,56
3097,1992,56
3098,1993,56
3099,1972,14
3100,1990,4
3101,1994,40
3102,1993,56
3103,1994,56
3104,1996,56
3105,1994,56
3106,1994,56
3107,1996,56
3108,1995,56
3109,1996,56
3110,1994,56
3111,1994,56
3112,1994,56
3113,1994,56
3114,1992,56
3115,1995,56
3116,1995,56
3117,1996,56
3118,1992,56
3119,1992,56
3120,1996,56
3121,1995,56
3122,1841,96
3123,1989,56
3124,1996,56
3125,1995,56
3126,1996,56
3127,1954,148
3128,1992,56
3129,1999,56
3130,1996,56
3131,1997,56
3132,1995,56
3133,1996,56
3134,1998,56
3135,1992,68
3136,1996,56
3137,1956,65
3138,1958,65
3139,1990,48
3140,1958,65
3141,1990,48
3142,1960,65
3143,1961,65
3144,1972,8
3145,1963,65
3146,1968,48
3147,1963,65
3148,1963,65
3149,1963,65
3150,1963,65
3151,1957,2
3152,1968,48
3153,1964,65
3154,1964,65
3155,1964,65
3156,1961,4
3157,1965,65
3158,1964,65
3159,1968,48
3160,1965,65
3161,1968,48
3162,1965,65
3163,1965,65
3164,1965,65
3165,1946,35
3166,1968,48
3167,1966,65
3168,1966,65
3169,1966,65
3170,1959,103
3171,1967,65
3172,1967,65
3173,1967,65
3174,1967,65
3175,1967,65
3176,1968,48
3177,1968,65
3178,1968,65
3179,1968,65
3180,1968,65
3181,2005,27
3182,1968,65
3183,1968,65
3184,1968,65
3185,1968,65
3186,1969,65
3187,1969,65
3188,1969,65
3189,1969,65
3190,1968,48
3191,1969,65
3192,1969,65
3193,1956,8
3194,1969,65
3195,1997,2
3196,1969,65
3197,1970,65
3198,1970,65
3199,1970,65
3200,1968,48
3201,1970,65
3202,1970,65
3203,1971,65
3204,1971,65
3205,1971,65
3206,1971,65
3207,1967,48
3208,1958,16
3209,1971,65
3210,1971,65
3211,1971,65
3212,1971,65
3213,1972,65
3214,1972,65
3215,1972,65
3216,1972,65
3217,1972,65
3218,1972,65
3219,1973,65
3220,1973,65
3221,1973,65
3222,1973,65
3223,1974,65
3224,1974,65
3225,1974,65
3226,1974,65
3227,1974,65
3228,1975,65
3229,1975,65
3230,1975,65
3231,1975,65
3232,1976,65
3233,1977,65
3234,1977,65
3235,1977,65
3236,1978,65
3237,1978,65
3238,1978,65
3239,1978,65
3240,1978,65
3241,1979,65
3242,1979,65
3243,1979,65
3244,1980,65
3245,1981,65
3246,1982,65
3247,1982,65
3248,1982,65
3249,1983,65
3250,1984,65
3251,1984,65
3252,1985,65
3253,1985,65
3254,1985,65
3255,1986,65
3256,1986,65
3257,1986,65
3258,1987,65
3259,1988,65
3260,1988,65
3261,1988,65
3262,1988,65
3263,1988,65
3264,1988,65
3265,1988,65
3266,1988,65
3267,1988,65
3268,1988,65
3269,1988,65
3270,1989,65
3271,1989,65
3272,1989,65
3273,1990,65
3274,1990,65
